"BAŞKENTLİLERİN YÜZDE 41,5'İ DİYABETLİ Ankara'da yapılan bir araştırmanın", gizli şeker oranının yüzde 41,5 olduğunu ortaya koyduğunu ifade eden Yetkin, önümüzdeki yıllarda Türkiye'nin yarısının şeker hastası olacağını ileri sürdü.
Yazan: Sevilay Saral Sahneye Koyan: Metin Göksel Sahne Tasarımı:Âli Özgün Büyükışık Kostüm Tasarımı: Duygu Dalyanoğlu, Nilgün Ilgıcıoğlu Işık Tasarımı: Levent Soy Koreografi: Banu Açıkdeniz Afiş Tasarımı: Zeycan Alkış Müzik Düzenleme ve Efekt Tasarımı: Diler Özer, Ferhat Güneş Efektör: Uluç Esen Işık Uygulama: Özgür Eren Sahne Tasarımı Uygulama: Ayşegül Bayduz, Âli Özgün Büyükışık Fotoğraf: Ceyda Binyıldız Oyuncular (sahneye giriş sırasıyla): Adnan: Uluç Esen Feride: Duygu Dalyanoğlu Eleni/Edibe: Pelin Batu - Zeynep Okan Diyojen: Cüneyt Yalaz Oyunda yer alan müzikler: Aman Doktor / ?
Şunları yapacağım derseniz, bunların hepsini teker teker sayarsanız, sonunda iki tanesini yapamazsınız, 'bak bunu yapamadın' derler.
Bizim iki esas hedefimiz var: bir sporcular, futbolcular, spor adamları, hedef kitlemiz onlar.
Bu tıpkı şeye benziyor, 6 tane rektör adayı seçersiniz, ondan sonra Yök bunu 3'e indirir, tek oy alanı dahi koyar.
Karakaş," şunları kaydetti: ""Yazılım ve donanımdan oluşan ürünümüz", beyni uyarmak için değişik bataryaları içeren, hastane ortamlarında da kullanılabilir bir sistem.
Kendisinin aynı zamanda Uluslararası Kıbrıs Üniversitesi Psikoloji Bölümü başkanlığını, Prof. Dr. Hakkı Muammer Karakaş'ın ise sağlık bakanlığı İstanbul Fatih Sultan Mehmet Eğitim ve Araştırma Hastanesi Radyoloji Kliniği başkanlığını yürüttüğünü, bu teknolojinin sahadaki uygulamalarını kurumlarında gerçekleştirdiklerini kaydeden Karakaş, uluslararası firmalarla cihazın üretimi ve pazarlanmasına yönelik ön anlaşmalar yaptıklarını da sözlerine ekledi.
Dr. Fizyoterapist Gamze Şenbursa, estetik tıbbına kazandırılan bu yeni yöntemle, kırışıklık tedavisinde kullanılan diğer tekniklerin aksine, kırışıklığa neden olan dışarıdan ve içeriden gelen tehditlerin ortadan kaldırılmasını sağlıyor.
Örneğin yağlı fakat aknesiz cilt veya selülit mide meridyenine, kuru kağıt gibi ince ve kas tonusu az cilt karaciğer meridyenine, kırmızı noktalar hormonal sistem, kılcal damarların çatlaması kalp meridyenine ait problemleri işaret eder.
Özellikle de nevi şahsına münhasır siyasette edindiği bir yer ile hakikaten akıllarda kalacak bir çok şeyleri, gerek siyaseti takip edenler açısından, gerekse siyasetin kitabını yazanlar açısından unutulmayacak," inanıyorum ki anıları bıraktı"" dedi."
Özellikle de nevi şahsına münhasır siyasette edindiği bir yer ile hakikaten akıllarda kalacak bir çok şeyleri, gerek siyaseti takip edenler açısından, gerekse siyasetin kitabını yazanlar açısından unutulmayacak," inanıyorum ki anıları bıraktı"" açıklamasında bulundu."
Ben bundan dolayı, Şevket beye sağlıklı bir yaşam dilerken, onun kararlılığını, yakınlarının kararlılığını kutluyorum.
KOÜ Tıp Fakültesi Kardiyoloji Anabilim Dalı İnvazif Kardiyoloji Araştırma ve Uygulama Birimi'nde, Prof. Dr. Ertan Ural, Doç. Dr. Teoman Kılıç ve Doç. Dr. Tayfun Şahin tarafından oluşturulan ekip tarafından gerçekleştirilen operasyonlarda, bu güne kadar 40 hastanın bu yöntemle sağlığına kavuştu.
Daha önce merdivenleri çıkarken yorulduğunu, nefes almakta güçlük çektiğini dile getiren Yıldız," ""Şu anda gayet iyiyim", bir sorunum yok.
"BDP eşbaşkanları Selahattin Demirtaş ve Gültan Kışanak tarafından gönderilen genelgede ""miting", cezaevlerine yürüyüş," ışık karartma"" gibi eylemler yapılması talimatı verilirken"," ""Bu yürüyüşler engelleme ile karşılaşsa dahi ısrarcı ve kararlı olunacaktır."
BDP'nin, Diyarbakır'da cezaevlerindeki açlık grevlerine destek vermek amacıyla düzenlemeyi planladığı yürüyüş için katılım beklenenin çok altında kalırken, Erzurum'da çoğunluğunu Atatürk Üniversitesi öğrencilerinin oluşturduğu yaklaşık 500 partili, BDP İl Başkanlığı önünde 5 dakikalık oturma eylemi yaptı.
Bizim dışımızdaki partiler, ne yazık ki; kiminle koalisyon yapıp yapmayacaklarını söylüyor, bizim içinse kriter, ilkeler ve halka verdiğimiz sözlerdir.
Bunun temel nedeni veri taşıyıcılarının içeresindeki bilgileri (telefonlar, hard-disk, USB - flash-disk, vb.)
Dr. Danaoğlu, 45 yaşı geçenlere de uyarıda bulunarak," ""45 yaşın üzerindekiler", ani ısı düşmesinin yaşandığı bugünlerde özellikle soğuk havada yürürken ortaya çıkan göğüs ağrılarını ciddiye alsın.
Göğüs ağrısına kolda ağrı, uyuşma, çenede uyuşma gibi şikayetler eşlik ediyorsa, o kişilere mutlaka bir doktora görünmelerini tavsiye ediyoruz.
Sektörde lider durumda bulunan Youtube, Vine, Vimeo, Dailymotion gibi firmaların .video domainlerini satın almaları da yeni uzantılara verildikleri önemi ve kendi firmalarını rekabete karşı kapattıklarını gösteriyor.
"Çorum Teknokent Projesi hayata geçiyor Çorum'a kurulması planlanan 6 milyon lira bütçeli ""Çorum Teknoloji Geliştirme Bölgesi"" (Teknokent) projesinin protokolü imzalandı.Çorum Organize Sanayi Bölge Müdürlüğü tarafından hazırlanan", Hacettepe Üniversitesi'nin teknik, Orta Karadeniz Kalkınma Ajansı'nın (OKA) mali destek sağladığı ve başvurusunun da Bakanlar Kurulu'nca kabul edildiği projenin protokolü, Hitit Üniversitesi Rektörlüğü'nde düzenlenen törenle imzalandı.
Rektör Prof. Dr. Reha Metin Alkan, törende yaptığı konuşmada, Çorum'a teknokent kurulması konusunda yapılan çalışmalar hakkında bilgi vererek, Çorum Organize Sanayi Bölgesi'ne teknokent kurulmasıyla ilgili kararın 8 Mart tarihinde Resmi Gazete'de yayımlandığını hatırlattı.
Teknokentlerin, gelişmenin ve Ar-Ge çalışmalarının yoğun olarak yapıldığı yerler olduğunu ifade eden Alkan," ""Teknokentler", özellikle patente ve buluşa dayalı çalışmaların yapıldığı yerler olarak büyük bir öneme sahip.
Konuşmaların ardından Vali Başköy, Rektör Alkan, Özel İdare Genel Sekreteri Ömer Arslan, Ticaret ve Sanayi Odası Yönetim Kurulu Başkanı Çetin Başaranhıncal ile Çorum Organize Sanayi Bölgesi Sanayici ve İşadamları Derneği Başkanı Bülent Karadayı arasında protokol imzalandı.
Dolayısıyla siyasi liderlerin bu bağlamda düşünmesi, ilkelerini açıklaması, o ilkelerin arkasında duruyor mu durmuyor mu ona bakacağız ve o çerçevede de kendi yolumuzu," yöntemimizi belirleyeceğiz."""
Eşi Saadet Tekdir de, eşinin geçirdiği ameliyattan sonra felçli bir şekilde ölecek diye hastaneden gönderildiğini, fakat bir yıldan fazladır eşinin yaşadığını, maddi imkansızlıktan dolayı yarım kalan tedavisini yaptıramadıklarını belirtti.
Benim aldığım sadece Sosyal Yardımlaşma ve Dayanışma Vakfı'ndan 790 TL, o da eşimin bezlerine, sondalarına, ilaçlarına zor yetiyor.
Muayene edilmesini istiyorum, öksürüyor, kaşınıyor, bu neden oluyor onu öğrenmek istiyorum.
Açılışa Esenyurt Kaymakamı Ekrem İnci, Esenyurt Belediye Başkanı Necmi Kadıoğlu, Esenyurt Milli eğitim Müdürü Hasan Dal, Öğretmenler ve çok sayıda öğrenci katıldı.
Çünkü emzirme sadece onu beslemek değil aynı zamanda aranızda kurduğunuz çok özel bir bağ... Sade ve işlevsel modelleriyle tişört, bluz, elbise ve gecelikler tasarlayan Happy Milk, annelere her an her yerde bebeklerini emzirme imkânı sunuyor.
Happy Milk modelleriyle belinizi göbeğinizi açmadan, göğsünüz görünmeden tek el hareketinizle açılabilecek, bebeğinizi her ortamda emzirebileceksiniz... Özellikle Dünya Sağlık Örgütü tarafından ilk 6 ay emzirmenin öneminin vurgulandığı, hatta 2 yaşına kadar emzirmenin faydalarının her gün doktorlar tarafından anlatıldığını biliyorsunuz.
yöneticileri hakkında, 'nitelikli dolandırıcılık' ve 'manipülasyon' suçlaması ile başlatılan soruşturma kafa karıştırdı Sarı-Kırmızılı ekip, yatırımcıların, Başkan Ünal Aysal ve G.Saray Sportif A. Ş. Yöneticileri hakkında 'nitelikli dolandırıcılık ve 'manipülasyon' suçlaması ile soruşturma açılmasıyla büyük bir şok yaşadı.
Avukat Nejlan Yıldız, suç duyurusu dilekçesinde, G.Saray Başkanı Ünal Aysal hakkında, 'Nitelikli dolandırıcılık ve şirket veya kooperatifler hakkında yanlış bilgi' suçlarından ötürü kamu davası açılmasını talep etti.
﻿Futbol takımı Spor Toto 2. Lig'de yer alan ve kayyuma devredilmek üzere olan Bandırmaspor Kulübü'nün olağan kongresinde yeni yönetim, Erhan Elmastaş başkanlığında, Ak Parti , CHP ve MHP 'nin ilçe teşkilatları tarafından önerilen kişilerden oluşturuldu.
KULÜBÜN 5.2 MİLYON LİRA BORCU VAR Dursun Mirza, Bandırmaspor'u sahipsiz bırakmamak için ellerini taşın altına soktuklarını, kulübe yeni kaynaklar yaratarak sabit gelirleri artıracaklarını vurgulayarak," ""Sizlere şampiyonluk sözü vermiyorum çünkü yükümüz oldukça ağır."
Bilim, Sanayi ve Teknoloji Bakanı Müsteşar Yardımcısı Prof. Dr. Cevahir Uzkurt, “Altyapı projeleri önemli ölçüde tamamlanmış ve bugün üst yapı projelerine başlanacak olan bu vadi, ülkemizin ekonomik gücünü yükseltecek ve bizi dünyanın ilk 10 ekonomisi arasına sokacak en önemli atılımlardan biri olacaktır.
Yine Ar-Ge ve inovasyon faaliyetlerine verdiğimiz destekler neticesinde 2002 yılında yüzde 0,53 olan Ar-Ge harcamasının GSYH içindeki payı, 2013 yılında yüzde 0,95’e yükseldi.
3 buçuk saatlik bir uçuş mesafesi ile 25 trilyon dolar büyüklüğünde bir pazar hacmi ve 1 buçuk milyarlık bir nüfusa ulaşılabilen bölge, hava alanları, hızlı tren, otoyol bağlantıları ve Körfez Geçişi ile lojistik açıdan da önemli bir lokasyon haline gelecektir.
Dünyada marka değeri en yüksek 3 şirket Apple, Microsoft, Google, bilişim teknolojileri alanında faaliyet göstermektedir.
Yine, şirket bilançolarına yansıyan yurt dışı satış rakamı ise yüzde 34,2 artışla yaklaşık 1,2 milyar TL (553 milyon dolar) olmuştur.
Türk Kızılayı Genel Başkanı Ahmet Lütfi Akar, kök hücre naklinin insandan insana yapılabilen, başka türlü çaresi olmayan özellikle kemik iliği ve diğer kanserojen hastalıklarla ilgili tedavilerde kullanılan bir yöntem olduğunu belirterek," ""Bunun için tıpkı kan donörleri gibi kök hücre donörlerinin tespit edilip belirlenmesi lazım"" dedi."
Özellikle ızgara, haşlama ve fırında yapılan yemekler tercih edilmeli, kavrulmuş, tütsülenmiş ve kızartılmış besinlerden uzak durulmalıdır.
Kabızlığın en sık karşılaşılan sindirim sistemi problemi olduğunu belirten İbrişim, bağırsak tembelliğinin, bireysel yatkınlıkla ilişkili olabileceği gibi diyabet, hipotiroidi gibi metabolik olayların bir belirtisi veya kolon kanserinin sonucu olarak da ortaya çıkabildiğine dikkat çekti.
SAĞLIKLI BESLENME VE YÜRÜYÜŞ ÇOK ÖNEMLİ Kabızlık çeken kişilerde beslenme ve tuvalet alışkanlıklarının düzenlenmesinin önemine dikkat çeken İbrişim, şunları kaydetti: “Yeterli sıvı tüketiminin sağlanması, sulu-yumuşak ve lifli gıdaların tüketiminin artırılması, düzenli ve ara öğünleri de içeren bir beslenme ve özellikle yürüyüş gibi bir fiziksel aktivitenin yapılması çoğu vakada yararlıdır.
Kuru fasulye, nohut, yeşil mercimek, barbunya ve börülce bu grubun en lifli besinleridir.
Minik Mercan," sahneye gelerek ""Anneme", okuluma ve öğretmenlerime," bana bugün burada olmama izin verdikleri için teşekkür ediyorum"" dedi."
Bu yıl 64'üncüsü düzenlenen Bambi ödül törenine, siyaset, spor, sanat ve kültür alanından çok sayıda kişi katıldı.
Belirli pazarlarda çok ciddi düşüş yaşandığına işaret eden Çorabatır," ""Rusya", Belçika, Hollanda ve İskandinav pazarlarında çift haneli düşüşler yaşanıyor.
Ruslar azaldı İranlılar arttı 2015'in ilk 5 ayında geçen yılın ayını dönemine göre İstanbul'a gelen yabancı sayısının yüzde 7 arttığını söyleyen Küçük Oteller Derneği Başkanı Ömer Faruk Boyacı," ""İtalyan turistlerde yüzde 17", İspanyolda yüzde 8, Ruslarda yüzde 16 azalma var.
Haberde, Türkiye'nin kendine ait olduğunu söyleyerek bazı eserleri istediği farklı ülkelerdeki müzelerin, Türkiye'nin bu tutumunu hoş karşılamadığı hatta suçlamalarda bulunduğu belirtilirken, Dallas Müzesi'nin 'Orpheus Mozaiği'ni kendiliğinden iade etme kararı aldığı yazıldı.
Bilim insanları, mart ve nisanda doğanlarda kalp -damar hastalıkları, ekim ve kasımda doğanlarda ise solunumun yanı sıra, cinsel ve nörolojik hastalıklara yakalanma olasılığının daha fazla olduğunu belirledi.
Boland, araştırmanın ayrıca ritm bozukluğu, mitral kapak bozukluğu, konjestif kalp yetmezliği gibi bazı kalp-damar hastalıkları ile doğum tarihi arasındaki bağlantıyı göstermesi bakımından önem taşıdığına dikkat çekti.
MHP kurmayları, AK Partili ve CHP’li isimlerle havaalanlarının VIP salonları ve uçaklarda formülleri, partilerinin koalisyonda alabileceği konumu, kırmızı çizgileri tartıştı.
Cumhurbaşkanı Recep Tayyip Erdoğan , 7 Haziran seçimleri sonrasındaki ilk yurtdışı gezisinde, yeni TBMM 'nin henüz oluşmamış olması nedeniyle, Cumhurbaşkanlığı vekaletini bir önceki TBMM'nin Başkanı Cemil Çiçek 'e bıraktı.
Sonuçta," ""milletvekili"" olmamasına rağmen", yeni TBMM'nin göreve başlamamış olması nedeniyle, Cemil Çiçek'in vekaleti üstlenmesi üzerinde görüş birliğine varıldı 'na Cemil Çiçek vekalet edecek.
CUMHURBAŞKANLIĞI 11 Haziran 2015  68244839-140.01-12-409 BAŞBAKANLIĞA 12-13 Haziran 2015 tarihlerinde Avrupa Oyunları Açılışı vesilesiyle Azerbaycan Cumhuriyeti ’ne çalışma ziyaretinde bulunacağımdan, dönüşüme kadar Cumhurbaşkanlığına, Türkiye Cumhuriyeti Anayasasının 106 ncı maddesi uyarınca, Türkiye Büyük Millet Meclisi Başkanı Cemil ÇİÇEK vekâlet edecektir.
Erken doğum tahmin, tedavi ve korunma programı “Erken doğum tahmin, tedavi ve korunma” programı olarak tanımladığımız programlar sayesinde özellikle erken doğum eylemi için risk taşıyan gebeleri takip ederek, önem alınabilmektedir.
Rahim ağzı (serviks) açıklığının muayene ile değerlendirilmesi, hastanın ağrılarının sıklığı ve süresi, ultrasonografik yöntemler, anne kanı ve amniyon mayi içindeki birtakım biyokimyasal belirteçler erken doğum tahmininde kullanılan yöntemler arasındadır.
Bilim, Sanayi ve Teknoloji Bakanı Fikri Işık, Kocaeli, Valisi Hasan Basri Güzeloğlu ve Kocaeli Büyükşehir Belediye Başkanı İbrahim Karaosmanoğlu’nun katılımıyla açılan fuarın bu yılki onur konuğu edebiyatçı-yazar Nuri Pakdil oldu.
Diriliş-Ertuğrul dizisinin yapımcısı Mehmet Bozdağ, yönetmen Metin Günay ile dizide İbn-i Arabi’yi canlandıran Osman Soykut, Hayme Ana’yı oynayan Hülya Darcan, Derviş’i canlandıran Gökhan Karacık ile Gökçe Hatun’u oynayan Burcu Kıratlı törene katıldı.
Buna göre törende ödül alacak en iyi şarkı, en iyi albüm, en iyi kadın yorumcu, en iyi erkek yorumcu ve en iyi düet kategorilerinde kazananlar belirlendi.
KO-MEK standında ise kursiyerler tarafından yapılan Ebru, Naht, Filografi, Perspektif ve Hat eserleri sergilendi.
Hayranı oldukları ve kitaplarını bir solukta okudukları yazarlarla fuarda bir araya gelen kitap kurtları, Ahmet Ümit, Kahraman Tazeoğlu, İclal Aydın gibi isimlere kitaplarını imzalatmak için uzun kuyruklar oluşturdu.
Lösemi hastalarının çığlığı duyuldu Çalışma ve Sosyal Güvenlik Bakanı Faruk Çelik, lösemi hastalarının tedavilerinde kullanılan Purinethol isimli ilacın temininde yaşanan sıkıntıların giderildiğini belirterek, bu ilacın Sağlık Uygulama Tebliği (SUT) çerçevesinde Türk Eczacılar Birliği (TEB) aracılığıyla, Sosyal Güvenlik Kurumu tarafından temin edilmesine yönelik düzenlemenin Resmi Gazetede yayımlanmak üzere Başbakanlığa gönderildiğini bildirdi.
Yurt dışı menşeili ilacın temininde yaşanan zorlukların gerek ithalatçı firmanın el değiştirmesi, gerekse bazı ilaç depolarında yaşanan sorunlardan kaynaklandığının görüldüğüne dikkati çeken Çelik," şunları kaydetti: ""Vatandaşlarımızın ister tedavi hizmetleri", isterse ilaç temininde yaşayabileceği tüm sıkıntılar öncelikli konularımız arasındadır.
Brezilya'da düzenlenen 20. FIFA Dünya Kupası'nın finalinde Arjantin'i, oyuna sonradan giren Mario Götze'nin 113. dakikadaki golüyle mağlup eden Almanya, İsviçre 1954, 1974'te ev sahipliği yaptığı turnuva ve İtalya 1990'dan sonra tarihindeki 4. şampiyonluğunu kutladı.
